time,pitch
0.003466921900533229,15.863529484352942
0.010400765701599687,16.78012786543491
0.017334609502666153,15.963103765378701
0.02426845330373261,17.574264640132537
0.031202297104799083,20.450385280211865
0.03813614090586554,21.194124276833723
0.045069984706932,22.63348506946388
0.05200382850799846,23.29655331793989
0.05893767230906493,23.64949943233719
0.0658715161101314,24.357079769827767
0.07280535991119785,25.293616027873497
0.07973920371226431,26.164844087794553
0.08667304751333077,26.884817572658555
0.09360689131439723,27.824919623352645
0.10054073511546371,28.833365009491438
0.10747457891653017,29.670972273940173
0.11440842271759663,30.785339991457086
0.12134226651866309,30.998799087856067
0.12827611031972955,31.255883512698496
0.13520995412079603,31.53515904972453
0.1421437979218625,31.928549704954623
0.14907764172292895,32.18775325772064
0.1560114855239954,32.305904541272206
0.16294532932506187,32.633916321371885
0.16987917312612832,33.009459624830704
0.1768130169271948,33.38216836502943
0.18374686072826127,33.84640206083184
0.19068070452932773,33.85196954224975
0.19761454833039419,34.10521224799358
0.20454839213146064,34.312335613004265
0.2114822359325271,34.342516503524116
0.21841607973359353,34.55652718649034
0.22534992353466002,35.006440467520996
0.23228376733572645,35.38265107253102
0.23921761113679293,35.88486441698857
0.24615145493785942,36.20505236174978
0.2530852987389259,36.39802160074869
0.26001914253999237,36.579008602464555
0.2669529863410588,36.54556994887419
0.2738868301421253,36.438009848720675
0.2808206739431917,36.19315144005364
0.2877545177442582,35.885652573441504
0.2946883615453247,35.228187017656765
0.3016222053463911,35.05518415814886
0.3085560491474576,34.66762661461009
0.31548989294852403,34.111259999505876
0.3224237367495905,33.56013125174252
0.32935758055065695,33.41550110037748
0.33629142435172343,32.514932289701036
0.3432252681527899,31.9670664364142
0.35015911195385635,31.833033174426593
0.35709295575492284,30.84081591917016
0.36402679955598927,30.47167444442604
0.37096064335705575,30.147316442314608
0.37789448715812224,29.605117203755317
0.38482833095918867,28.75563407719253
0.39176217476025516,28.659148094294313
0.3986960185613216,27.8228310604105
0.40562986236238807,27.08266093570549
0.4125637061634545,26.633080124030926
0.419497549964521,26.0256039012496
0.4264313937655875,25.947492360658103
0.4333652375666539,25.003254229969553
0.4402990813677204,24.64834342165639
0.4472329251687868,23.51722160294095
0.4541667689698533,22.982603737882947
0.46110061277091974,22.307954471685893
0.4680344565719863,21.709851129284644
0.4749683003730527,21.19783850101478
0.48190214417411914,20.740591979421055
0.48883598797518557,20.145568650108377
0.4957698317762521,18.96217835132926
0.5027036755773185,18.713734333660092
0.509637519378385,18.854096305034627
0.5165713631794515,17.77062975424641
0.523505206980518,17.00958487498257
0.5304390507815844,16.735107183095568
0.5373728945826508,16.331766535216552
0.5443067383837173,15.868186509896075
0.5512405821847838,15.341782021108195
0.5581744259858502,15.066109290781382
0.5651082697869168,14.63754908024481
0.5720421135879832,14.167871616874471
0.5789759573890496,13.79714618662954
0.585909801190116,13.217392596106599
0.5928436449911826,12.63742235512166
0.599777488792249,12.40758254829389
0.6067113325933154,12.389092907270728
0.613645176394382,12.594112081546216
0.6205790201954484,12.921652990848843
0.6275128639965148,11.910492963190524
